rank,player,age,teamName,gamesPlayed,gamesStarted,wins,losses,plusMinus,goalsAgainst,shotsAgainst,saves,savePercentage,goalsAgainstAverage,shutouts,minutes,qualityStarts,qualityStartsPercentage,badStarts,goalsAllowedPercentage,savedAboveAverage,goals,assists,points,penaltyMinutes
"1","Tom Barrasso","22","BUF","54","","25","18","8","173","1658","1485",".896","3.31","2","3133","","","","87","26.23","0","1","1""50"
"2","Don Beaupre","26","MNS","43","","10","22","3","161","1257","1096",".872","4.22","0","2288","","","","107","-9.95","0","0","0""8"
"3","Daniel Berthiaume","22","WIN","56","","22","19","7","176","1489","1313",".882","3.51","2","3010","","","","98","2.93","0","2","2""12"
"4","Allan Bester","23","TOR","30","","8","12","5","102","879","777",".884","3.81","2","1607","","","","97","3.63","0","3","3""6"
"5","Richard Brodeur","35","TOT","17","","7","8","2","64","489","425",".869","3.80","0","1010","","","","109","-5.24","0","0","0""2"
"6","Mario Brunetta","21","QUE","29","","10","12","1","96","778","682",".877","3.72","0","1550","","","","103","-2.51","0","0","0""16"
"7","Sean Burke","21","NJD","13","","10","1","0","35","300","265",".883","3.05","1","689","","","","","","0","1","1""6"
"8","Frank Caprice","25","VAN","22","","7","10","2","87","626","539",".861","4.18","0","1250","","","","116","-11.78","0","0","0""6"
"9","Jon Casey","25","MNS","14","","1","7","4","41","348","307",".882","3.71","0","663","","","","98","0.82","0","0","0""2"
"10","Alain Chevrier","26","NJD","45","","18","19","3","148","1117","969",".868","3.77","1","2354","","","","110","-13.77","0","1","1""8"
"11","Jacques Cloutier","28","BUF","20","","4","8","2","67","450","383",".851","4.72","0","851","","","","124","-12.93","0","0","0""11"
"12","Doug Dadswell","23","CGY","25","","8","7","2","89","628","539",".858","4.37","0","1221","","","","118","-13.54","0","2","2""2"
"13","Darren Eliot","26","DET","3","","0","0","1","9","56","47",".839","5.57","0","97","","","","","","0","0","0""2"
"14","Bob Froese","29","NYR","25","","8","11","3","85","697","612",".878","3.53","0","1443","","","","101","-1.24","0","1","1""6"
"15","Grant Fuhr","25","EDM","75","","40","24","9","246","2066","1820",".881","3.43","4","4304","","","","99","2.26","0","8","8""16"
"16","Mario Gosselin","24","QUE","54","","20","28","4","189","1422","1233",".867","3.78","2","3002","","","","111","-18.12","0","0","0""8"
"17","Steve Guenette","22","PIT","19","","12","7","0","61","582","521",".895","3.35","1","1092","","","","87","8.94","0","0","0""2"
"18","Glen Hanlon","30","DET","47","","22","17","5","141","1292","1151",".891","3.23","4","2623","","","","91","14.25","0","1","1""30"
"19","Brian Hayward","27","MTL","39","","22","10","4","107","1032","925",".896","2.86","2","2247","","","","86","17.01","0","2","2""24"
"20","Glenn Healy","25","LAK","34","","12","18","1","135","1005","870",".866","4.33","1","1869","","","","112","-14.23","0","2","2""6"
"21","Ron Hextall","23","PHI","62","","30","22","7","208","1817","1609",".886","3.50","0","3561","","","","95","10.34","1","6","7""104"
"22","Kelly Hrudey","27","NYI","47","","22","17","5","153","1467","1314",".896","3.34","3","2751","","","","87","23.28","0","2","2""20"
"23","Bob Janecyk","30","LAK","5","","1","4","0","23","165","142",".861","4.55","0","303","","","","","","0","0","0""2"
"24","Doug Keans","30","BOS","30","","16","11","0","90","751","661",".880","3.25","1","1660","","","","100","0.24","0","2","2""2"
"25","Mark LaForest","25","PHI","21","","5","9","2","60","478","418",".874","3.70","1","972","","","","104","-2.56","0","0","0""8"
"26","Reggie Lemelin","33","BOS","49","","24","17","6","138","1244","1106",".889","2.93","3","2828","","","","92","11.49","0","0","0""2"
"27","Mike Liut","32","HAR","60","","25","28","5","187","1620","1433",".885","3.18","2","3532","","","","96","7.67","0","1","1""4"
"28","Clint Malarchuk","26","WSH","54","","24","20","4","154","1340","1186",".885","3.16","4","2926","","","","96","7.02","0","2","2""10"
"29","Bob Mason","26","CHI","41","","13","18","8","160","1353","1193",".882","4.15","0","2312","","","","98","2.58","0","2","2""0"
"30","Darrell May","25","STL","3","","0","3","0","18","107","89",".832","6.00","0","180","","","","","","0","0","0""0"
"31","Kirk McLean","21","VAN","41","","11","27","3","147","1178","1031",".875","3.71","1","2380","","","","104","-5.44","0","2","2""8"
"32","Roland Melanson","27","LAK","47","","17","20","7","195","1399","1204",".861","4.37","2","2676","","","","116","-26.89","0","0","0""16"
"33","Gilles Meloche","37","PIT","27","","8","9","5","95","722","627",".868","4.09","0","1394","","","","109","-8.24","0","0","0""0"
"34","Greg Millen","30","STL","48","","21","19","7","167","1396","1229",".880","3.51","1","2854","","","","100","0.75","0","0","0""4"
"35","Andy Moog","27","BOS","6","","4","2","0","17","181","164",".906","2.83","1","360","","","","","","0","0","0""0"
"36","Darren Pang","23","CHI","45","","17","23","1","163","1501","1338",".891","3.84","0","2548","","","","90","17.37","0","6","6""2"
"37","Pete Peeters","30","WSH","35","","14","12","5","88","866","778",".898","2.78","2","1896","","","","85","16.06","0","1","1""10"
"38","Steve Penney","26","WIN","8","","2","4","1","30","186","156",".839","4.68","0","385","","","","","","0","0","0""0"
"39","Frank Pietrangelo","23","PIT","21","","9","11","0","80","600","520",".867","3.98","1","1207","","","","111","-7.90","0","2","2""2"
"40","Daren Puppa","22","BUF","17","","8","6","1","61","469","408",".870","4.19","0","874","","","","108","-4.64","0","1","1""4"
"41","Bill Ranford","21","EDM","6","","3","0","2","16","159","143",".899","2.95","0","325","","","","","","0","2","2""0"
"42","Alain Raymond","22","WSH","1","","0","1","0","2","20","18",".900","3.00","0","40","","","","","","0","0","0""0"
"43","Daryl Reaugh","22","EDM","6","","1","1","0","14","114","100",".877","4.77","0","176","","","","","","0","0","0""0"
"44","Pokey Reddick","23","WIN","28","","9","13","3","102","712","610",".857","4.12","0","1487","","","","119","-16.44","0","0","0""6"
"45","Jeff Reese","21","TOR","5","","1","2","1","17","128","111",".867","4.10","0","249","","","","","","0","0","0""0"
"46","Vincent Riendeau","21","MTL","1","","0","0","0","5","22","17",".773","8.33","0","36","","","","","","0","0","0""0"
"47","Pat Riggin","28","PIT","22","","7","8","4","76","580","504",".869","3.90","0","1169","","","","109","-6.30","0","0","0""12"
"48","Patrick Roy","22","MTL","45","","23","12","9","125","1248","1123",".900","2.90","3","2586","","","","83","24.97","0","2","2""14"
"49","Bob Sauve","32","NJD","34","","10","16","3","107","823","716",".870","3.56","0","1804","","","","108","-8.10","0","1","1""4"
"50","Ron Scott","27","NYR","2","","1","1","0","6","41","35",".854","4.00","0","90","","","","","","0","0","0""0"
"51","Peter Sidorkiewicz","24","HAR","1","","0","1","0","6","36","30",".833","6.00","0","60","","","","","","0","0","0""0"
"52","Warren Skorodenski","27","EDM","3","","0","0","0","7","25","18",".720","6.89","0","61","","","","","","0","0","0""0"
"53","Billy Smith","37","NYI","38","","17","14","5","113","1062","949",".894","3.22","2","2107","","","","89","14.62","0","0","0""20"
"54","Sam St. Laurent","28","DET","6","","2","2","0","16","148","132",".892","3.27","0","294","","","","","","0","0","0""2"
"55","Greg Stefan","26","DET","33","","17","9","5","96","923","827",".896","3.11","1","1854","","","","87","14.91","0","1","1""36"
"56","Kari Takko","25","MNS","37","","8","19","6","143","1070","927",".866","4.47","1","1919","","","","111","-14.42","0","0","0""8"
"57","Ron Tugnutt","20","QUE","6","","2","3","0","16","123","107",".870","3.38","0","284","","","","","","0","1","1""0"
"58","John Vanbiesbrouck","24","NYR","56","","27","22","7","187","1700","1513",".890","3.38","2","3319","","","","92","17.28","0","5","5""46"
"59","Mike Vernon","24","CGY","64","","39","16","7","210","1708","1498",".877","3.53","1","3565","","","","102","-4.76","0","7","7""47"
"60","Rick Wamsley","28","TOT","33","","14","16","1","108","958","850",".887","3.43","2","1891","","","","94","7.12","0","0","0""14"
"61","Steve Weeks","29","TOT","27","","10","10","4","86","674","588",".872","3.51","0","1468","","","","106","-5.01","0","0","0""2"
"62","Ken Wregget","23","TOR","56","","12","35","4","222","1712","1490",".870","4.44","2","3000","","","","108","-16.28","0","5","5""40"
"63","Wendell Young","24","PHI","6","","3","2","0","20","149","129",".866","3.75","0","320","","","","","","0","0","0""0"
