rank,player,age,teamName,position,gamesPlayed,goals,assists,points,plusMinus,penaltyMinutes,evenStrengthGoals,powerPlayGoals,shortHandedGoals,gameWinningPoints,evenStrengthAssists,powerPlayAssits,shortHandedAssists,shots,shootingPercentage,timeOnIce,averageTimeOnIce
"1","Keith Acton","26","MNS","C","78","20","38","58","-3","90","16","4","0","3","22","14","2","167","12.0","",""
"2","Greg Adams","24","WSH","LW","51","6","12","18","8","72","6","0","0","1","12","0","0","62","9.7","",""
"3","Greg Adams","21","NJD","C","36","12","9","21","-14","14","7","5","0","0","8","1","0","63","19.0","",""
"4","Mike Allison","23","NYR","LW","31","9","15","24","0","17","7","2","0","1","12","3","0","46","19.6","",""
"5","Ray Allison","25","PHI","RW","11","1","1","2","3","2","1","0","0","0","1","0","0","16","6.3","",""
"6","Glenn Anderson","24","EDM","RW","80","42","39","81","24","69","29","12","1","6","25","12","2","258","16.3","",""
"7","John Anderson","27","TOR","LW","75","32","31","63","-20","27","17","14","1","5","20","11","0","194","16.5","",""
"8","Perry Anderson","23","STL","LW","71","9","9","18","2","146","9","0","0","1","9","0","0","86","10.5","",""
"9","Russ Anderson","29","LAK","D","14","1","1","2","-2","20","1","0","0","0","1","0","0","11","9.1","",""
"10","Peter Andersson","22","WSH","D","57","0","10","10","5","21","0","0","0","0","7","3","0","58","0.0","",""
"11","Dave Andreychuk","21","BUF","LW","64","31","30","61","-4","54","17","14","0","2","18","12","0","153","20.3","",""
"12","Jim Archibald","23","MNS","RW","4","1","2","3","0","11","1","0","0","0","2","0","0","12","8.3","",""
"13","Scott Arniel","22","WIN","RW","79","22","22","44","7","81","19","3","0","3","20","2","0","142","15.5","",""
"14","Brent Ashton","24","TOT","LW","78","31","31","62","19","53","24","6","1","2","23","6","2","152","20.4","",""
"15","Pierre Aubry","24","DET","LW","25","2","2","4","-1","33","2","0","0","0","2","0","0","21","9.5","",""
"16","Dave Babych","23","WIN","D","78","13","49","62","-16","78","7","6","0","1","28","21","0","239","5.4","",""
"17","Wayne Babych","26","PIT","RW","65","20","34","54","-7","35","17","3","0","3","28","6","0","131","15.3","",""
"18","Dave Barr","24","STL","C","75","16","18","34","5","32","14","2","0","1","17","1","0","75","21.3","",""
"19","John Barrett","26","DET","D","71","6","19","25","-15","117","6","0","0","1","19","0","0","72","8.3","",""
"20","Paul Baxter","29","CGY","D","70","5","14","19","39","126","5","0","0","1","14","0","0","83","6.0","",""
"21","Barry Beck","27","NYR","D","56","7","19","26","-11","65","3","2","2","0","13","5","1","70","10.0","",""
"22","Eddy Beers","25","CGY","LW","74","28","40","68","7","94","15","13","0","0","32","8","0","171","16.4","",""
"23","Roger Belanger","19","PIT","RW","44","3","5","8","-13","32","3","0","0","0","3","2","0","65","4.6","",""
"24","Bruce Bell","19","QUE","D","75","6","31","37","32","44","4","2","0","1","22","9","0","116","5.2","",""
"25","Neil Belland","23","VAN","D","13","0","6","6","-4","6","0","0","0","0","4","2","0","22","0.0","",""
"26","Brian Bellows","20","MNS","RW","78","26","36","62","-18","72","17","8","1","3","19","16","1","211","12.3","",""
"27","Brian Benning","18","STL","D","4","0","2","2","-6","0","0","0","0","0","0","2","0","1","0.0","",""
"28","Jim Benning","21","TOR","D","80","9","35","44","-39","55","3","6","0","2","12","23","0","160","5.6","",""
"29","Perry Berezan","20","CGY","C","9","3","2","5","5","4","3","0","0","1","2","0","0","13","23.1","",""
"30","Todd Bergen","21","PHI","C","14","11","5","16","9","4","8","3","0","3","4","1","0","38","28.9","",""
"31","Marc Bergevin","19","CBH","D","60","0","6","6","-9","54","0","0","0","0","6","0","0","41","0.0","",""
"32","Bo Berglund","29","TOT","LW","45","10","10","20","-1","14","9","1","0","2","8","2","0","53","18.9","",""
"33","Don Biggs","19","MNS","C","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"34","Scott Bjugstad","23","MNS","C","72","11","4","15","-21","32","10","1","0","1","3","1","0","108","10.2","",""
"35","Mike Blaisdell","25","NYR","RW","12","1","0","1","-4","11","1","0","0","0","0","0","0","20","5.0","",""
"36","Timo Blomqvist","24","WSH","D","53","1","4","5","11","51","1","0","0","0","4","0","0","59","1.7","",""
"37","John Blum","25","BOS","D","75","3","13","16","0","263","3","0","0","0","13","0","0","36","8.3","",""
"38","Doug Bodger","18","PIT","D","65","5","26","31","-24","67","2","3","0","1","16","10","0","119","4.2","",""
"39","Serge Boisvert","25","MTL","RW","14","2","2","4","-3","0","2","0","0","0","1","1","0","18","11.1","",""
"40","Ivan Boldirev","35","DET","LW","75","19","30","49","-25","16","8","11","0","3","18","12","0","104","18.3","",""
"41","Laurie Boschman","24","WIN","C","80","32","44","76","-8","180","25","5","2","4","32","10","2","167","19.2","",""
"42","Mike Bossy","28","NYI","RW","76","58","59","117","37","38","40","14","4","7","46","13","0","285","20.4","",""
"43","Tim Bothwell","29","STL","D","79","4","22","26","27","62","3","1","0","0","19","2","1","102","3.9","",""
"44","Charlie Bourgeois","25","CGY","D","47","2","10","12","14","134","2","0","0","0","9","1","0","38","5.3","",""
"45","Bob Bourne","30","NYI","LW","44","8","12","20","-8","51","7","1","0","1","12","0","0","56","14.3","",""
"46","Raymond Bourque","24","BOS","D","73","20","66","86","30","53","9","10","1","1","37","26","3","333","6.0","",""
"47","Pat Boutette","32","TOT","LW","47","7","11","18","-11","75","6","0","1","2","10","1","0","54","13.0","",""
"48","Paul Boutilier","21","NYI","D","78","12","23","35","0","90","9","2","1","3","12","11","0","137","8.8","",""
"49","Randy Boyd","23","CBH","D","3","0","0","0","0","6","0","0","0","0","0","0","0","2","0.0","",""
"50","Steve Bozek","24","CGY","LW","54","13","22","35","11","6","13","0","0","1","21","0","1","93","14.0","",""
"51","Andy Brickley","23","PIT","LW","45","7","15","22","-14","10","6","1","0","1","11","4","0","58","12.1","",""
"52","Mel Bridgman","29","NJD","C","80","22","39","61","-16","105","14","5","3","3","24","15","0","143","15.4","",""
"53","Greg Britz","24","TOR","RW","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","",""
"54","Bob Brooke","24","NYR","RW","72","7","9","16","-18","79","7","0","0","2","9","0","0","93","7.5","",""
"55","Aaron Broten","24","NJD","LW","80","22","35","57","-18","38","12","10","0","2","22","13","0","170","12.9","",""
"56","Neal Broten","25","MNS","C","80","19","37","56","-18","39","13","5","1","1","25","12","0","188","10.1","",""
"57","Dave Brown","22","PHI","RW","57","3","6","9","-3","165","3","0","0","1","6","0","0","53","5.7","",""
"58","Keith Brown","24","CBH","D","56","1","22","23","2","55","1","0","0","0","17","5","0","100","1.0","",""
"59","Jack Brownschidle","29","HAR","D","17","1","4","5","0","5","0","1","0","0","4","0","0","27","3.7","",""
"60","Jeff Brubaker","26","TOR","LW","68","8","4","12","-18","209","6","2","0","1","4","0","0","39","20.5","",""
"61","Jiri Bubla","35","VAN","D","56","2","15","17","-15","54","2","0","0","0","12","3","0","73","2.7","",""
"62","Mike Bullard","23","PIT","C","68","32","31","63","-43","75","18","14","0","3","21","10","0","185","17.3","",""
"63","Shawn Burr","18","DET","LW","9","0","0","0","-4","2","0","0","0","0","0","0","0","4","0.0","",""
"64","Rod Buskas","24","PIT","D","69","2","7","9","-21","191","2","0","0","0","6","1","0","53","3.8","",""
"65","Garth Butcher","22","VAN","D","75","3","9","12","-31","152","3","0","0","1","9","0","0","59","5.1","",""
"66","Lyndon Byers","20","BOS","RW","33","3","8","11","0","41","3","0","0","0","8","0","0","25","12.0","",""
"67","Colin Campbell","32","DET","D","57","1","5","6","-14","124","1","0","0","0","5","0","0","36","2.8","",""
"68","Wade Campbell","24","WIN","D","40","1","6","7","1","21","0","0","1","0","6","0","0","28","3.6","",""
"69","Guy Carbonneau","24","MTL","C","79","23","34","57","28","43","19","0","4","2","33","0","1","163","14.1","",""
"70","Kent Carlson","23","MTL","D","18","1","1","2","1","33","1","0","0","0","1","0","0","5","20.0","",""
"71","Randy Carlyle","28","WIN","D","71","13","38","51","23","98","7","6","0","2","20","18","0","135","9.6","",""
"72","Bob Carpenter","21","WSH","C","80","53","42","95","20","87","41","12","0","7","25","17","0","260","20.4","",""
"73","Billy Carroll","26","EDM","C","65","8","9","17","0","22","8","0","0","1","9","0","0","44","18.2","",""
"74","Lindsay Carson","24","PHI","C","77","20","19","39","0","123","19","1","0","1","18","1","0","120","16.7","",""
"75","Gino Cavallini","22","CGY","LW","27","6","10","16","11","14","5","1","0","0","8","2","0","44","13.6","",""
"76","Frantisek Cernik","31","DET","LW","49","5","4","9","-7","13","5","0","0","0","4","0","0","50","10.0","",""
"77","John Chabot","22","TOT","C","77","9","51","60","-34","14","6","2","1","2","33","16","2","113","8.0","",""
"78","Milan Chalupa","31","DET","D","14","0","5","5","4","6","0","0","0","0","5","0","0","10","0.0","",""
"79","Todd Charlesworth","19","PIT","D","67","1","8","9","-23","31","1","0","0","1","7","1","0","68","1.5","",""
"80","Chris Chelios","23","MTL","D","74","9","55","64","11","87","6","2","1","0","22","30","3","199","4.5","",""
"81","Rich Chernomaz","21","NJD","RW","3","0","2","2","2","2","0","0","0","0","2","0","0","2","0.0","",""
"82","Dave Christian","25","WSH","C","80","26","43","69","20","14","21","5","0","2","31","11","1","152","17.1","",""
"83","Dino Ciccarelli","24","MNS","RW","51","15","17","32","-10","41","10","5","0","0","11","6","0","133","11.3","",""
"84","Joe Cirella","21","NJD","D","66","6","18","24","-45","141","4","2","0","0","9","9","0","97","6.2","",""
"85","Real Cloutier","28","BUF","RW","4","0","0","0","-2","0","0","0","0","0","0","0","0","6","0.0","",""
"86","Glen Cochrane","27","PHI","D","18","0","3","3","-4","100","0","0","0","0","3","0","0","7","0.0","",""
"87","Paul Coffey","23","EDM","D","80","37","84","121","55","97","23","12","2","6","53","27","4","284","13.0","",""
"88","Alain Cote","27","QUE","LW","80","13","22","35","12","31","11","1","1","0","21","0","1","127","10.2","",""
"89","Ray Cote","23","EDM","C","2","0","0","0","0","2","0","0","0","0","0","0","0","1","0.0","",""
"90","Sylvain Cote","19","HAR","D","67","3","9","12","-30","17","2","1","0","1","6","3","0","90","3.3","",""
"91","Tim Coulis","26","MNS","LW","7","1","1","2","-1","34","1","0","0","0","1","0","0","10","10.0","",""
"92","Yves Courteau","20","CGY","RW","14","1","4","5","2","4","1","0","0","1","4","0","0","18","5.6","",""
